date,score
2020-11-09 02:16:15,"[-0.8874, -0.8829, -0.0392, 0.5957, 0.9094]"
2020-11-09 02:17:31,"[-0.9286, -1.3031, -0.5015, 0.5551, 1.5892]"
2020-11-09 02:21:26,"[-2.0106, -1.6315, 0.3435, 1.3993, 1.4566]"
2020-11-09 02:53:07,"[-1.2712, -0.9082, 0.1477, 0.9108, 0.8432]"
2020-11-09 15:39:20,"[-1.6019, -1.7693, -0.8484, 1.1184, 2.5293]"
2020-11-09 16:57:33,"[-0.0351, -0.2892, -0.122, -0.049, 0.3328]"
2020-11-09 18:03:19,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2020-11-09 22:18:38,"[2.2996, 1.4267, 0.4129, -1.2795, -2.3363]"
2020-11-09 22:41:55,"[-0.3429, -0.7181, -0.0812, 0.4498, 0.5757]"
2020-11-09 22:51:18,"[-1.4925, -1.3473, -0.2046, 1.0985, 1.4526]"
2020-11-09 23:05:22,"[1.2097, 0.7642, 0.3212, -0.5924, -1.3044]"
2020-11-09 23:08:21,"[-0.4549, 0.2692, 0.9008, 0.3267, -0.8987]"
2020-11-10 16:12:59,"[-2.1706, -2.3065, -0.47, 1.6279, 2.5739]"
2020-11-10 16:14:04,"[0.1103, -0.2483, -0.0718, 0.0285, 0.0525]"
2020-11-10 21:24:38,"[-2.7432, -2.9926, -1.3485, 1.703, 4.3008]"
2020-11-10 22:02:09,"[-2.0526, -1.5934, 0.133, 1.471, 1.5501]"
2020-11-11 04:38:41,"[-0.417, -0.846, -0.1415, 0.2252, 0.911]"
2020-11-12 15:23:01,"[-1.4235, -1.8288, -0.9236, 0.7725, 2.8697]"
2020-11-12 15:34:36,"[0.168, -0.3959, -0.2735, 0.2052, 0.211]"
2020-11-12 23:06:29,"[-0.0679, -0.5608, -0.1023, 0.1727, 0.4724]"
2020-11-13 02:09:00,"[1.1382, 1.2205, 0.8216, -0.5408, -2.1827]"
2020-11-13 02:18:11,"[1.7655, 1.4261, 0.6555, -1.15, -2.2054]"
2020-11-13 03:26:57,"[-1.5216, 0.4342, 2.1631, 0.8342, -1.7106]"
2020-11-13 05:47:11,"[2.4111, 1.5971, -0.1699, -1.5173, -1.8846]"
2020-11-13 05:50:29,"[-0.219, -0.1067, 0.0841, 0.1664, -0.0469]"
2020-11-13 05:52:01,"[0.3454, 1.2547, 1.3123, -0.3697, -1.9659]"
2020-11-13 05:57:52,"[-1.2194, -1.4912, -0.4325, 0.765, 1.7935]"
2020-11-13 06:08:20,"[0.0245, -0.4009, -0.0281, 0.0068, 0.3048]"
2020-11-13 06:11:57,"[-0.0565, 0.2772, 0.1201, -0.2496, -0.2369]"
2020-11-13 11:16:45,"[-0.0811, 0.0651, 0.4171, 0.26, -0.5278]"
2020-11-13 11:23:04,"[0.7137, 0.9111, 0.6174, -0.3839, -1.4582]"
2020-11-13 12:17:36,"[-0.9226, 0.3431, 1.1181, 0.7114, -1.0574]"
2020-11-13 16:28:32,"[0.2088, 0.3003, 0.2766, -0.0783, -0.584]"
2020-11-13 17:04:52,"[-1.5785, -1.2157, 0.4195, 1.2844, 0.791]"
2020-11-13 17:07:09,"[-1.7281, -1.336, 0.5934, 1.3938, 0.8266]"
2020-11-13 17:41:59,"[0.2783, 1.195, 1.1685, -0.2406, -1.9328]"
2020-11-13 17:55:05,"[-0.4013, -0.4029, 0.2486, 0.2646, 0.203]"
2020-11-13 19:21:54,"[0.1945, -0.4325, -0.0926, -0.0269, 0.3319]"
2020-11-13 19:25:10,"[0.3526, 1.018, 1.1799, -0.2805, -1.8683]"
2020-11-13 19:28:31,"[-0.0922, 0.5162, 0.7345, 0.1639, -1.1798]"
2020-11-13 19:39:18,"[0.8076, 0.4185, 0.2237, -0.4686, -0.7186]"
2020-11-13 21:41:59,"[-0.9693, -0.2049, 0.4044, 0.8309, -0.0821]"
2020-11-13 21:42:34,"[0.9829, 1.1189, 1.0185, -0.5346, -2.0003]"
2020-11-13 21:47:44,"[0.0673, 0.5431, 0.5009, -0.0903, -0.8047]"
2020-11-13 22:21:06,"[0.5096, 0.6001, 0.231, -0.3978, -0.842]"
2020-11-13 23:15:38,"[-0.7174, -0.4527, 0.2718, 0.4654, 0.3964]"
2020-11-13 23:22:43,"[1.7966, 0.7732, 0.2582, -0.8303, -1.394]"
2020-11-13 23:32:16,"[-2.2577, -2.3965, -0.5231, 1.6316, 2.8342]"
2020-11-14 00:31:54,"[0.2044, 0.6224, 0.6512, -0.1567, -1.145]"
2020-11-14 00:43:52,"[-1.3715, -0.382, 0.6923, 1.0055, -0.0474]"
2020-11-14 05:00:38,"[-0.2328, -0.0102, 0.4317, 0.128, -0.3195]"
2020-11-14 06:11:36,"[-0.1557, -0.1899, 0.2082, 0.151, -0.0237]"
2020-11-14 06:24:19,"[-1.3782, -1.3393, 0.1645, 1.0828, 1.1541]"
2020-11-14 06:33:48,"[0.1012, -0.1145, 0.0452, -0.0152, -0.0121]"
2020-11-14 08:26:05,"[0.4523, -0.1102, -0.0266, -0.2809, -0.0676]"
2020-11-14 08:45:04,"[-1.3293, -0.7365, 0.351, 1.0251, 0.457]"
2020-11-14 16:10:16,"[-0.4318, -1.0172, -0.861, 0.4385, 1.3672]"
2020-11-14 19:51:56,"[0.197, 0.103, -0.1872, -0.1467, -0.0621]"
2020-11-14 20:11:13,"[0.4966, -0.1198, -0.1141, -0.2573, -0.0936]"
2020-11-14 20:13:06,"[0.6508, 0.1046, 0.2206, -0.2738, -0.5401]"
2020-11-14 20:25:34,"[0.0746, -0.3604, 0.0567, -0.0483, 0.205]"
2020-11-14 21:33:02,"[0.4613, -0.4016, -0.3803, -0.1761, 0.2945]"
2020-11-14 22:42:35,"[-0.7028, 0.5036, 1.0127, 0.4493, -1.0427]"
2020-11-14 22:43:18,"[1.0032, 0.5509, 0.0234, -0.7222, -0.9289]"
2020-11-14 23:09:27,"[-0.819, -0.0426, 0.8237, 0.6059, -0.4876]"
2020-11-14 23:49:24,"[-0.2161, -0.6902, -0.2541, 0.2339, 0.7185]"
2020-11-15 00:37:50,"[0.3925, 0.3745, 0.4025, -0.0806, -0.9625]"
2020-11-15 00:42:50,"[-1.0491, 0.6565, 1.3827, 0.4708, -1.3202]"
2020-11-15 02:39:19,"[0.4258, 0.6355, 0.6824, -0.1606, -1.3186]"
2020-11-15 02:52:28,"[-1.489, -0.8679, 0.5732, 1.1202, 0.4116]"
2020-11-15 03:37:19,"[-0.3399, 0.0255, 0.3709, 0.2188, -0.3755]"
2020-11-15 05:39:26,"[-0.2729, -0.8571, -0.34, 0.2321, 0.9412]"
2020-11-15 06:39:49,"[-0.0154, -0.2999, 0.21, 0.0762, 0.0068]"
2020-11-15 14:13:45,"[-1.4627, -1.6439, -0.5163, 1.0778, 1.9765]"
2020-11-15 14:21:29,"[1.1447, 0.2705, -0.5529, -0.9397, -0.0831]"
2020-11-15 14:44:50,"[0.5895, 0.6145, 0.3435, -0.2842, -1.0438]"
2020-11-15 14:51:24,"[0.5903, 1.4799, 1.1875, -0.6582, -2.2573]"
2020-11-15 16:02:04,"[-1.4306, -0.9905, 0.5749, 0.8282, 0.7223]"
2020-11-15 23:55:43,"[-1.8199, -1.426, -0.3356, 1.3164, 1.6999]"
2020-11-15 23:58:27,"[-0.8653, -0.2057, 0.5595, 0.5641, -0.1223]"
2020-11-16 00:00:41,"[-0.1598, 0.4219, 0.7767, 0.0731, -0.9619]"
2020-11-16 00:13:05,"[-1.1644, -1.1504, -0.5059, 0.7856, 1.4584]"
2020-11-16 00:23:02,"[-0.1455, -0.696, -0.5302, 0.2118, 0.7848]"
2020-11-16 01:09:01,"[-0.7292, -1.0007, 0.2992, 0.4298, 0.8327]"
2020-11-16 19:07:06,"[-0.6916, 0.5353, 1.4451, 0.2434, -1.3956]"
2020-11-16 19:20:08,"[-1.853, -1.877, -0.666, 1.2813, 2.5262]"
2020-11-16 19:29:04,"[0.0646, -0.2858, 0.0075, 0.064, 0.0995]"
2020-11-16 19:37:38,"[-0.6053, 0.1762, 0.5218, 0.4081, -0.4718]"
2020-11-16 19:46:00,"[-1.2291, -1.0969, -0.2998, 0.8888, 1.3786]"
2020-11-16 21:34:57,"[-0.5364, -1.0089, -0.0305, 0.475, 0.8839]"
2020-11-16 22:02:51,"[0.70582, -0.21778, -0.33023, -0.16697, -0.00020637]"
2020-11-17 04:37:18,"[-0.3014, -0.596, -0.0087, 0.2354, 0.4362]"
2020-11-17 05:15:10,"[-1.3384, 0.2429, 1.4268, 0.7843, -0.9119]"
2020-11-17 06:54:03,"[-0.1723, -0.5153, 0.0092, 0.3072, 0.3393]"
2020-11-17 15:41:36,"[-0.8817, -1.0123, -0.0252, 0.5573, 1.0537]"
2020-11-17 15:46:44,"[0.5237, -0.1868, -0.0938, -0.1955, -0.0724]"
2020-11-17 15:54:47,"[0.3058, -0.4903, -0.266, 0.1116, 0.3476]"
2020-11-17 15:57:41,"[0.1378, -0.1742, 0.0413, -0.005, -0.0646]"
2020-11-17 15:58:51,"[0.2789, 0.0687, 0.1857, -0.2227, -0.2932]"
2020-11-17 16:10:22,"[0.4984, 0.6922, 0.1173, -0.4532, -0.7125]"
2020-11-17 16:20:08,"[1.3734, 1.1727, 0.4105, -0.8784, -1.6547]"
2020-11-17 16:33:09,"[-0.1876, -0.5113, -0.0169, 0.1592, 0.2994]"
2020-11-17 16:42:19,"[-0.8526, -0.7054, -0.5119, 0.4915, 1.2439]"
2020-11-17 16:49:43,"[2.9529, 1.9185, 0.3041, -1.7274, -2.8074]"
2020-11-17 16:54:09,"[-1.2531, -1.0489, -0.4349, 0.9559, 1.3478]"
2020-11-17 17:05:37,"[-0.061, 0.0597, -0.0196, -0.0693, -0.0327]"
2020-11-17 17:08:01,"[0.2556, 1.0215, 1.0155, -0.147, -1.8635]"
2020-11-17 17:10:30,"[0.6342, 0.5887, 0.3554, -0.254, -1.0343]"
2020-11-17 17:32:54,"[1.3784, 1.328, 0.6021, -0.9739, -1.8631]"
2020-11-17 18:28:52,"[-0.5513, 0.7473, 1.1179, 0.3158, -1.3713]"
2020-11-17 18:38:15,"[-0.1633, -0.8168, -0.4778, 0.2273, 0.9182]"
2020-11-17 18:43:41,"[0.2246, 0.9162, 0.9928, -0.1484, -1.6639]"
2020-11-17 18:45:21,"[-0.0761, -0.545, -0.1352, 0.1819, 0.3416]"
2020-11-17 18:48:50,"[-0.309, -0.5322, 0.0519, 0.2515, 0.4354]"
2020-11-17 19:20:28,"[1.8253, 0.5591, 0.2864, -0.9619, -1.173]"
2020-11-17 20:02:15,"[-0.7821, -0.6969, 0.1366, 0.6401, 0.4622]"
2020-11-17 21:02:30,"[0.4683, 1.2272, 0.9472, -0.3437, -1.969]"
2020-11-17 22:07:17,"[-0.3478, -0.6321, -0.106, 0.3405, 0.5323]"
2020-11-18 06:42:59,"[1.7584, 1.5687, 0.5151, -1.3944, -1.962]"
2020-11-18 07:02:30,"[0.046, -0.478, -0.1813, 0.1492, 0.4446]"
2020-11-18 07:09:54,"[-0.213, 0.1252, 0.2898, -0.0382, -0.2954]"
2020-11-18 07:37:39,"[-0.1087, -0.4839, -0.0121, 0.2273, 0.2976]"
2020-11-18 07:41:37,"[-0.8226, -1.0598, 0.007, 0.7513, 0.8851]"
2020-11-18 07:43:46,"[0.2487, -0.106, 0.2153, 0.0169, -0.2696]"
2020-11-18 08:10:13,"[-1.4927, -1.4219, -0.4236, 0.8646, 1.9892]"
2020-11-18 08:29:05,"[0.6954, 0.6325, 0.2469, -0.2639, -1.0555]"
2020-11-18 15:44:23,"[-0.2709, -0.6029, 0.0355, 0.176, 0.5291]"
2020-11-18 16:09:50,"[0.1777, 0.7758, 0.9101, -0.2001, -1.4519]"
2020-11-18 16:29:29,"[-0.0988, -0.5188, -0.182, 0.0503, 0.5831]"
2020-11-18 16:42:36,"[-1.1702, -0.7762, -0.167, 0.7752, 0.8588]"
2020-11-18 16:45:53,"[0.7201, 1.0096, 0.7646, -0.4604, -1.6091]"
2020-11-18 17:31:01,"[0.6494, 0.0142, -0.1994, -0.3277, -0.015]"
2020-11-18 17:31:40,"[0.2991, -0.4164, -0.2401, -0.078, 0.4166]"
2020-11-18 17:34:50,"[0.1059, -0.3789, -0.0574, 0.056, 0.2966]"
2020-11-18 18:30:16,"[-0.2416, -0.7884, -0.2662, 0.2879, 0.7351]"
2020-11-18 23:29:52,"[-1.7664, 0.0155, 1.3528, 1.0722, -0.6836]"
2020-11-18 23:34:26,"[-1.0473, -0.61, -0.023, 0.5537, 0.803]"
2020-11-18 23:47:04,"[-1.3036, -1.0328, 0.1407, 1.0077, 0.7985]"
2020-11-19 01:22:22,"[-0.4122, -0.6246, -0.2136, 0.2692, 0.7141]"
2020-11-19 03:31:56,"[-1.272, -1.1617, -0.1135, 0.9443, 1.2095]"
2020-11-19 05:24:26,"[-0.1922, -1.0865, -0.7293, 0.1273, 1.5863]"
2020-11-19 15:11:03,"[-2.2662, -1.9836, -0.7336, 1.6213, 2.6965]"
2020-11-19 15:14:05,"[-0.2248, 0.4995, 0.7617, 0.1754, -1.0255]"
2020-11-19 15:17:04,"[0.3437, -0.0348, 0.23, 0.0046, -0.4415]"
2020-11-19 15:36:29,"[-1.2297, -1.7502, -1.0874, 0.5245, 3.0288]"
2020-11-19 17:02:49,"[-0.3637, -0.6773, -0.0428, 0.314, 0.6547]"
2020-11-19 17:56:28,"[-0.3506, -0.5898, -0.1083, 0.3636, 0.4611]"
2020-11-19 21:02:15,"[-2.0722, -0.4221, 1.5901, 1.6522, -0.6154]"
2020-11-19 21:04:15,"[-0.233, -0.4648, -0.0205, 0.1927, 0.4373]"
2020-11-20 01:10:49,"[0.7064, -0.1077, 0.072, -0.2367, -0.262]"
2020-11-20 02:46:39,"[-0.3375, -0.7672, -0.3224, 0.2944, 0.866]"
2020-11-20 02:51:15,"[-1.1528, -1.4407, -0.377, 0.8598, 1.6884]"
2020-11-20 15:14:03,"[0.9799, 0.5252, 0.1909, -0.5391, -0.834]"
2020-11-20 15:20:10,"[0.9605, -0.08, -0.2956, -0.4325, -0.0554]"
2020-11-20 15:24:26,"[-0.9698, -0.2344, 0.7129, 0.6496, -0.1685]"
2020-11-20 15:43:39,"[2.5698, 1.4042, 0.3587, -1.4649, -2.2117]"
2020-11-20 15:49:13,"[1.0875, 0.2118, -0.5334, -0.6468, -0.1083]"
2020-11-20 16:02:44,"[-2.1998, -2.1959, -0.3381, 1.6897, 2.4187]"
2020-11-20 17:55:42,"[-0.1329, -0.7955, -0.3073, 0.2737, 0.719]"
2020-11-20 18:03:45,"[1.4468, 0.8783, 0.1691, -0.6824, -1.4561]"
2020-11-20 19:55:10,"[-0.7277, -1.1, -0.4559, 0.6129, 1.2096]"
2020-11-20 19:57:48,"[0.9384, 0.7975, 0.2593, -0.3854, -1.2593]"
2020-11-20 20:00:35,"[-1.3936, -0.5623, 0.48, 0.9408, 0.2737]"
2020-11-20 20:06:46,"[-0.754, -0.7659, -0.1229, 0.622, 0.7729]"
2020-11-21 03:31:02,"[-0.0899, -0.4943, -0.0095, 0.1762, 0.3983]"
2020-11-21 04:36:51,"[0.5243, 0.7238, 0.6734, -0.2807, -1.2742]"
2020-11-21 04:43:51,"[-1.5043, -1.3947, -0.1197, 1.0836, 1.52]"
2020-11-21 06:19:36,"[-0.1454, -0.8979, -0.4411, 0.211, 1.0603]"
2020-11-21 14:44:07,"[-2.1966, -1.3005, 0.65, 1.3632, 1.0269]"
2020-11-21 16:30:40,"[0.2154, 0.6841, 0.7206, -0.3539, -1.0765]"
2020-11-21 16:33:40,"[0.6483, 0.9998, 0.9245, -0.455, -1.6992]"
2020-11-21 17:28:32,"[-0.3922, -0.7228, -0.1534, 0.242, 0.834]"
2020-11-21 17:29:57,"[-0.4562, -0.1453, 0.2991, 0.402, -0.181]"
2020-11-21 17:34:45,"[-0.2736, -0.3965, 0.0631, 0.3381, 0.1874]"
2020-11-21 17:38:56,"[0.738, 0.0279, -0.5713, -0.4998, 0.4877]"
2020-11-21 17:47:12,"[-2.0325, -1.8553, -0.1559, 1.5034, 2.0178]"
2020-11-21 17:48:38,"[0.8991, 0.3983, -0.0189, -0.4503, -0.7436]"
2020-11-21 17:49:30,"[0.2565, -0.3286, 0.0352, -0.1338, 0.126]"
2020-11-21 21:10:08,"[-0.1085, 0.2042, 0.5429, 0.1898, -0.6539]"
2020-11-21 21:12:25,"[-0.3807, -0.1977, 0.138, 0.1305, 0.1889]"
2020-11-21 21:22:09,"[-0.1712, -0.7754, -0.3172, 0.1725, 0.877]"
2020-11-21 21:27:06,"[0.174, -0.3329, -0.1382, 0.0041, 0.2075]"
2020-11-22 03:42:11,"[-1.5869, -1.8995, -0.6455, 0.8359, 2.6953]"
2020-11-23 06:56:32,"[-0.1245, -0.4485, 0.0829, 0.0948, 0.2816]"
2020-11-23 21:12:28,"[-0.3269, -1.0912, -0.4472, 0.305, 1.2017]"
2020-11-23 22:45:12,"[-2.3322, -2.3302, -0.4408, 1.6793, 2.6669]"
2020-11-24 02:30:47,"[-1.2167, -0.6861, 0.4438, 0.8638, 0.3626]"
2020-11-24 03:20:27,"[-1.1202, -0.7991, -0.2692, 0.7472, 1.0683]"
2020-11-24 06:45:43,"[0.4277, -0.3126, -0.1159, -0.2229, 0.1287]"
2020-11-24 18:49:12,"[-2.6968, -2.293, -0.7566, 2.0243, 2.877]"
2020-11-24 18:54:33,"[-2.4462, -0.9695, 1.3466, 1.7614, 0.1075]"
2020-11-24 19:22:45,"[1.2123, 0.6047, 0.3275, -0.6591, -1.104]"
2020-11-24 19:23:27,"[-0.317, 0.2872, 0.858, 0.2796, -0.9623]"
2020-11-24 23:59:27,"[-3.1976, -2.4649, 0.1103, 2.8675, 2.018]"
2020-11-25 00:07:24,"[-0.5287, -0.0161, 0.714, 0.3144, -0.5453]"
2020-11-25 00:08:00,"[-0.2311, -0.1154, 0.4017, 0.2991, -0.25]"
2020-11-25 00:13:02,"[-1.9747, -0.2598, 1.084, 1.3212, -0.2489]"
2020-11-25 00:15:56,"[-0.9389, -0.8815, -0.2549, 0.6591, 1.0655]"
2020-11-25 00:16:50,"[0.4471, 0.2952, 0.1606, -0.1842, -0.5228]"
2020-11-25 00:18:27,"[-0.6152, -0.1698, 0.608, 0.6508, -0.3859]"
2020-11-25 02:12:17,"[-1.2805, -1.2081, -0.6182, 0.7201, 1.7814]"
2020-11-25 18:12:04,"[-0.0359, -0.4185, -0.2844, 0.0354, 0.5092]"
2020-11-25 20:38:25,"[-0.1225, -0.8792, -0.4293, 0.1655, 1.0902]"
2020-11-25 22:16:02,"[-0.2626, -0.6182, -0.0063, 0.3008, 0.5054]"
2020-11-25 23:45:24,"[-1.7311, -1.4008, -0.2232, 1.1669, 1.6024]"
2020-11-26 05:37:34,"[-2.3492, -1.9305, -0.1719, 1.6394, 2.12]"
2020-11-26 05:38:31,"[0.382, -0.4726, -0.2448, -0.2993, 0.45]"
2020-11-26 05:40:57,"[-2.9888, -1.115, 1.4458, 1.7713, 0.5432]"
2020-11-26 05:43:01,"[0.5205, -0.1173, -0.0071, -0.1557, -0.1945]"
2020-11-26 15:12:00,"[-2.2631, -2.4418, -0.2617, 1.7408, 2.5676]"
2020-11-26 19:26:22,"[0.0024, -0.5579, -0.0776, 0.1163, 0.505]"
2020-11-26 19:27:13,"[0.5586, 0.1255, 0.258, -0.205, -0.5369]"
2020-11-28 00:57:58,"[-2.3451, -2.0897, -0.5439, 1.7357, 2.564]"
2020-11-28 01:17:26,"[-0.1446, 0.209, 0.5109, 0.0686, -0.6264]"
2020-11-28 01:45:22,"[0.1729, 0.5829, 0.6504, -0.0807, -1.2079]"
2020-11-28 01:46:31,"[1.9656, 0.759, -0.0913, -1.063, -1.207]"
2020-11-28 18:06:34,"[0.8147, 0.4563, 0.0491, -0.4363, -0.8809]"
2020-11-28 18:28:24,"[1.5463, 0.8215, 0.0417, -1.0008, -1.21]"
2020-11-28 20:06:51,"[-0.6181, -0.4124, 0.253, 0.4083, 0.1899]"
2020-11-29 18:58:27,"[2.5739, 1.1369, 0.054, -1.4536, -1.7876]"
2020-11-29 19:01:30,"[-0.56, -0.2606, 0.5341, 0.5838, -0.2613]"
2020-11-29 22:57:08,"[-0.5379, 0.138, 0.2219, 0.3115, -0.1463]"
2020-11-30 18:26:28,"[-1.0513, -1.02, 0.0182, 0.6225, 1.0798]"
2020-11-30 22:53:11,"[-2.4689, -2.8346, -1.1975, 1.4784, 4.0526]"
2020-11-30 23:18:18,"[-0.3593, -0.6636, -0.3253, 0.2527, 0.7916]"
2020-12-01 11:58:41,"[0.0818, -0.1462, -0.2313, 0.0209, 0.0897]"
2020-12-02 03:03:05,"[-1.4327, -0.2887, 1.062, 1.0078, -0.2283]"
2020-12-02 03:13:25,"[-0.9235, -0.8424, 0.012, 0.7388, 0.8309]"
2020-12-02 03:19:28,"[1.187, 1.4059, 0.5207, -0.8992, -1.7425]"
2020-12-02 13:29:19,"[1.5389, 1.0688, 0.3482, -0.899, -1.5435]"
2020-12-02 17:33:24,"[-0.3889, -0.0787, 0.2774, 0.2761, -0.2662]"
2020-12-03 02:21:46,"[-0.5339, -0.5539, 0.4463, 0.4816, 0.1672]"
2020-12-03 23:19:57,"[0.2113, -0.294, -0.1532, -0.0905, 0.1591]"
2020-12-03 23:30:34,"[0.1049, -0.4785, -0.3089, 0.099, 0.4026]"
2020-12-03 23:40:23,"[0.3863, -0.0746, -0.0727, -0.1474, 0.0072]"
2020-12-05 09:56:35,"[-0.3435, -0.203, 0.5021, 0.2289, -0.2057]"
2020-12-05 22:06:01,"[-0.123, -1.0062, -0.5882, 0.1622, 1.2991]"
2020-12-06 10:35:51,"[0.0495, -0.9251, -0.5104, 0.0212, 1.1446]"
2020-12-06 21:30:33,"[-0.8295, -1.0239, -0.1418, 0.7866, 1.0203]"
2020-12-07 04:37:42,"[-0.3011, -0.5723, -0.2609, 0.1051, 0.8113]"
2020-12-07 15:07:08,"[-0.2195, -0.574, -0.1637, 0.2156, 0.5415]"
2020-12-07 15:08:22,"[0.2226, -0.525, -0.1628, -0.0713, 0.4225]"
2020-12-07 15:11:21,"[0.5408, 0.0485, -0.5609, -0.3862, 0.3159]"
2020-12-07 17:57:28,"[1.1103, -0.099704, -0.57086, -0.50189, 0.00046484]"
2020-12-07 18:13:53,"[-1.8256, -2.1839, -0.8415, 1.127, 3.0173]"
2020-12-07 20:13:07,"[-0.2701, -0.3365, -0.1053, 0.3029, 0.2824]"
2020-12-08 00:16:56,"[-0.2606, -0.5007, 0.035, 0.3155, 0.3051]"
2020-12-08 02:50:30,"[-0.1306, -0.561, -0.0469, 0.2051, 0.3858]"
2020-12-08 02:51:45,"[-0.1939, -0.1708, 0.2672, 0.2563, -0.3201]"
2020-12-08 16:44:50,"[-0.6244, -1.1874, -0.5854, 0.6252, 1.4904]"
2020-12-08 16:57:13,"[0.7773, 0.7004, 0.6327, -0.3845, -1.3754]"
2020-12-08 18:05:28,"[-1.4683, -1.5062, -0.8889, 0.9283, 2.225]"
2020-12-09 18:13:21,"[-0.3775, -0.811, -0.0897, 0.3699, 0.7419]"
2020-12-09 23:02:34,"[-2.6098, -2.4442, -0.8522, 2.1376, 2.9771]"
2020-12-09 23:07:39,"[0.4498, 0.5743, 0.359, -0.2366, -1.0426]"
2020-12-09 23:08:53,"[-0.7119, -1.2119, -0.526, 0.4588, 1.5232]"
2020-12-09 23:44:18,"[-1.9223, -1.7032, -0.3267, 1.3175, 2.0813]"
2020-12-10 00:08:40,"[-1.0961, -1.1619, -0.1598, 0.8335, 1.2827]"
2020-12-10 00:10:39,"[-2.0954, -2.3446, -0.813, 1.4766, 3.0333]"
2020-12-10 00:18:59,"[-1.9029, -1.5649, -0.2935, 1.4044, 1.7972]"
2020-12-10 00:45:23,"[0.254, -0.6643, -0.5842, -0.062, 0.7761]"
2020-12-11 00:40:28,"[-0.4885, -0.5634, 0.1383, 0.4335, 0.3158]"
2020-12-11 14:00:48,"[0.0269, -0.5101, -0.0589, 0.1085, 0.3185]"
2020-12-12 00:47:09,"[0.496, 0.6165, 0.6084, -0.1597, -1.2408]"
2020-12-12 17:04:08,"[-2.3897, -1.0751, 0.7445, 1.7642, 0.6807]"
2020-12-12 18:47:57,"[0.1252, -0.0219, 0.2156, -0.0332, -0.2584]"
2020-12-13 15:39:41,"[1.1656, 0.5047, 0.2596, -0.5672, -1.0523]"
2020-12-14 06:11:07,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2020-12-14 06:51:16,"[-0.0029, -0.4022, 0.1335, 0.1785, 0.2333]"
2020-12-14 13:56:52,"[0.3489, -0.2599, -0.1199, -0.0712, 0.1332]"
2020-12-14 13:57:47,"[0.3489, -0.2599, -0.1199, -0.0712, 0.1332]"
2020-12-14 15:12:18,"[0.4303, -0.0639, 0.1821, -0.1792, -0.1983]"
2020-12-14 15:25:57,"[0.2317, -0.3143, -0.0273, 0.0877, 0.1088]"
2020-12-14 15:57:08,"[-2.896, -1.2629, 1.3755, 2.4081, 0.1362]"
2020-12-14 16:02:30,"[-0.5921, -0.9848, -0.1434, 0.5756, 0.9201]"
2020-12-14 16:15:57,"[-0.6396, -0.7598, -0.0627, 0.5367, 0.7241]"
2020-12-14 19:48:22,"[0.0836, -0.3763, -0.0207, 0.0402, 0.1388]"
2020-12-15 14:43:07,"[1.5852, 1.1501, 0.2756, -0.9446, -1.7096]"
2020-12-15 14:53:06,"[-0.7677, -1.0503, -0.6998, 0.3949, 1.6268]"
2020-12-15 17:16:56,"[-0.4207, 0.0695, 0.1169, 0.2713, -0.1605]"
2020-12-15 17:31:08,"[0.75209, 0.26415, -0.00061736, -0.39142, -0.54774]"
2020-12-15 23:11:17,"[-1.165, -1.7489, -0.2807, 0.9501, 1.862]"
2020-12-16 00:13:00,"[-2.3659, -1.41, 0.3068, 1.7225, 1.2262]"
2020-12-16 00:16:15,"[-1.7362, -0.2986, 1.4285, 1.3643, -0.6384]"
2020-12-16 16:29:29,"[0.3238, 0.7282, 0.8049, -0.1033, -1.499]"
2020-12-16 16:36:51,"[1.1268, 1.3007, 0.7926, -0.7034, -2.0871]"
2020-12-16 16:59:48,"[1.632, 0.8276, 0.1497, -0.9098, -1.3514]"
2020-12-16 17:05:37,"[-0.1692, -0.5062, -0.0927, 0.1765, 0.4373]"
2020-12-16 18:09:21,"[-0.0221, 0.7587, 1.0951, 0.0762, -1.7]"
2020-12-16 19:05:56,"[-2.2697, -0.9678, 1.1327, 1.7203, 0.2883]"
2020-12-17 04:08:02,"[-0.3775, -0.811, -0.0897, 0.3699, 0.7419]"
2020-12-17 04:43:52,"[1.2936, 0.2479, 0.1221, -0.5671, -0.7914]"
2020-12-17 06:32:13,"[-0.8339, -1.0373, 0.0087, 0.7714, 0.9529]"
2020-12-17 06:53:33,"[-0.9425, -1.0275, -0.3225, 0.7365, 1.2623]"
2020-12-17 07:10:05,"[-0.4114, 0.0721, 0.7282, 0.4376, -0.8671]"
2020-12-17 13:47:14,"[-0.0592, -0.6221, -0.3907, 0.1963, 0.6192]"
2020-12-17 14:43:03,"[-1.7821, -2.0546, -0.7347, 1.2276, 2.6852]"
2020-12-17 15:03:47,"[-0.0299, -0.1007, 0.0514, -0.0672, 0.0637]"
2020-12-17 15:17:14,"[-1.1451, -0.2279, 0.6296, 0.918, -0.2693]"
2020-12-17 16:21:49,"[-0.0739, -0.2208, 0.0034, 0.1197, 0.0512]"
2020-12-20 08:21:25,"[-1.8814, -1.9792, -0.2933, 1.2585, 2.3134]"
2020-12-20 08:40:34,"[1.9702, 0.8783, 0.1322, -1.2575, -1.4738]"
2020-12-20 08:42:00,"[-1.6488, -1.4712, 0.1875, 1.2764, 1.3113]"
